,track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity,cluster,cluster_name
232,Light Dance Sky,Artist_385,EDM,Party,0.577,0.861,0.827,175.5,118207,90,4,Fast Short Tracks
233,Wave Beat,Artist_275,Rock,Party,0.493,0.474,0.769,131.0,137319,14,4,Fast Short Tracks
234,Night Dance Heart,Artist_253,Classical,Travel,0.195,0.8,0.282,135.63,133095,19,4,Fast Short Tracks
235,Heart Wave Night,Artist_328,Hip-Hop,Sleep,0.722,0.581,0.014,67.25,178060,82,0,Chill Danceable (Slow Tempo)
236,Heart Beat,Artist_362,Classical,Focus,0.281,0.773,0.118,153.59,102890,7,4,Fast Short Tracks
237,Sky Beat Love,Artist_466,Classical,Sleep,0.024,0.333,0.877,98.24,155736,64,1,Happy Long Tracks
238,Night Heart Sky,Artist_461,Bollywood,Chill,0.645,0.831,0.837,62.76,198080,2,1,Happy Long Tracks
239,Night Beat Love,Artist_219,Bollywood,Focus,0.177,0.275,0.295,69.3,298096,7,2,Sad Long Tracks
240,Beat Love Fire,Artist_363,Jazz,Focus,0.94,0.546,0.285,194.02,170930,28,3,Fast Danceable (High Tempo)
241,Wave Dance Light,Artist_203,Pop,Chill,0.954,0.214,0.793,108.45,214348,92,0,Chill Danceable (Slow Tempo)
242,Fire Sky,Artist_466,Pop,Party,0.915,0.476,0.938,181.53,170079,81,3,Fast Danceable (High Tempo)
243,Sky Dance,Artist_241,Pop,Travel,0.37,0.318,0.779,194.35,253591,30,4,Fast Short Tracks
244,Night Love Fire,Artist_155,Classical,Workout,0.015,0.267,0.606,192.06,314507,85,1,Happy Long Tracks
245,Sky Light,Artist_27,EDM,Sleep,0.928,0.967,0.243,183.44,341328,73,3,Fast Danceable (High Tempo)
246,Light Beat,Artist_498,Jazz,Party,0.428,0.16,0.526,185.28,267398,36,3,Fast Danceable (High Tempo)
247,Fire Night,Artist_277,Country,Romantic,0.967,0.787,0.234,100.46,343777,22,3,Fast Danceable (High Tempo)
248,Night Dream Dance,Artist_359,Pop,Focus,0.964,0.984,0.808,81.21,228033,79,0,Chill Danceable (Slow Tempo)
249,Light Sky Beat,Artist_449,Classical,Party,0.853,0.02,0.387,149.5,347512,78,3,Fast Danceable (High Tempo)
250,Dance Fire Wave,Artist_459,Country,Romantic,0.294,0.699,0.834,128.33,349189,27,1,Happy Long Tracks
251,Beat Fire,Artist_443,Country,Sleep,0.385,0.253,0.382,73.82,244259,82,2,Sad Long Tracks
252,Night Sky,Artist_256,Bollywood,Focus,0.851,0.04,0.824,154.86,161454,10,3,Fast Danceable (High Tempo)
253,Heart Light Sky,Artist_250,Indie,Travel,0.317,0.403,0.333,138.8,211814,22,2,Sad Long Tracks
254,Sky Wave,Artist_442,Hip-Hop,Workout,0.169,0.935,0.44,180.83,214322,23,4,Fast Short Tracks
255,Dream Dance Light,Artist_69,EDM,Party,0.557,0.012,0.615,145.29,113202,52,4,Fast Short Tracks
256,Heart Light Beat,Artist_39,Rock,Travel,0.936,0.588,0.07,140.35,152276,42,0,Chill Danceable (Slow Tempo)
257,Heart Fire Light,Artist_21,Classical,Workout,0.696,0.501,0.948,121.71,78330,41,0,Chill Danceable (Slow Tempo)
258,Fire Beat Love,Artist_230,Pop,Chill,0.57,0.873,0.574,124.79,204314,48,0,Chill Danceable (Slow Tempo)
259,Dance Beat Light,Artist_333,Bollywood,Travel,0.097,0.084,0.508,193.61,356484,69,3,Fast Danceable (High Tempo)
260,Dance Love,Artist_174,Rock,Romantic,0.615,0.682,0.839,79.38,120989,51,0,Chill Danceable (Slow Tempo)
261,Light Heart,Artist_92,Indie,Party,0.99,0.68,0.866,122.47,335967,89,3,Fast Danceable (High Tempo)
262,Dance Night,Artist_407,Pop,Party,0.14,0.669,0.522,151.82,142119,1,4,Fast Short Tracks
263,Love Dream Beat,Artist_150,Country,Party,0.518,0.942,0.927,120.62,330425,88,1,Happy Long Tracks
264,Night Dance,Artist_432,Indie,Sleep,0.877,0.823,0.065,99.65,131734,97,0,Chill Danceable (Slow Tempo)
265,Heart Beat Night,Artist_353,Jazz,Sleep,0.741,0.042,0.113,100.23,147951,56,0,Chill Danceable (Slow Tempo)
266,Light Beat Heart,Artist_27,Rock,Romantic,0.697,0.471,0.597,92.71,311100,71,1,Happy Long Tracks
267,Light Love Night,Artist_11,Indie,Romantic,0.702,0.398,0.354,108.15,101051,24,0,Chill Danceable (Slow Tempo)
268,Sky Fire,Artist_124,Pop,Chill,0.359,0.31,0.464,182.03,152215,15,4,Fast Short Tracks
269,Beat Night,Artist_427,Country,Travel,0.294,0.451,0.328,130.73,317767,75,2,Sad Long Tracks
270,Dance Dream,Artist_112,Rock,Romantic,0.809,0.384,0.405,93.63,117283,44,0,Chill Danceable (Slow Tempo)
271,Love Wave Heart,Artist_358,Bollywood,Party,0.81,0.432,0.823,113.83,119309,81,0,Chill Danceable (Slow Tempo)
272,Sky Heart,Artist_19,Bollywood,Chill,0.867,0.979,0.593,74.82,187211,49,0,Chill Danceable (Slow Tempo)
273,Beat Dream Fire,Artist_452,Country,Travel,0.913,0.089,0.997,186.57,112466,87,3,Fast Danceable (High Tempo)
274,Wave Dream Light,Artist_406,Country,Sleep,0.511,0.922,0.787,117.15,84459,49,0,Chill Danceable (Slow Tempo)
275,Night Beat,Artist_190,Rock,Chill,0.502,0.48,0.274,197.25,70080,68,4,Fast Short Tracks
276,Dance Dream,Artist_438,Jazz,Party,0.798,0.624,0.264,108.66,342312,95,3,Fast Danceable (High Tempo)
277,Dance Sky,Artist_38,Pop,Romantic,0.65,0.83,0.336,177.09,290653,98,3,Fast Danceable (High Tempo)
278,Sky Love Dance,Artist_10,Jazz,Sleep,0.702,0.36,0.843,95.89,354036,74,1,Happy Long Tracks
279,Light Dream Night,Artist_353,Country,Travel,0.796,0.43,0.027,70.66,194037,37,0,Chill Danceable (Slow Tempo)
280,Heart Sky Beat,Artist_345,Classical,Party,0.89,0.41,0.23,64.44,92438,74,0,Chill Danceable (Slow Tempo)
281,Dance Sky Fire,Artist_417,Bollywood,Romantic,0.338,0.375,0.905,144.86,258952,42,1,Happy Long Tracks
282,Dance Night Fire,Artist_412,Rock,Romantic,0.376,0.926,0.64,103.62,297034,59,1,Happy Long Tracks
283,Wave Heart Sky,Artist_387,Hip-Hop,Travel,0.094,0.829,0.227,122.09,236900,75,2,Sad Long Tracks
284,Love Beat Sky,Artist_307,Country,Sleep,0.578,0.109,0.219,174.61,276207,95,3,Fast Danceable (High Tempo)
285,Wave Love,Artist_366,Rock,Romantic,0.036,0.108,0.863,94.74,319588,10,1,Happy Long Tracks
286,Sky Fire Heart,Artist_442,EDM,Travel,0.466,0.428,0.894,103.21,355769,53,1,Happy Long Tracks
287,Fire Sky,Artist_253,Pop,Romantic,0.543,0.099,0.256,178.35,281721,42,3,Fast Danceable (High Tempo)
288,Night Love,Artist_495,Rock,Sleep,0.287,0.619,0.421,128.99,311314,8,2,Sad Long Tracks
289,Dance Love Heart,Artist_470,Bollywood,Sleep,0.591,0.144,0.835,175.87,287140,75,3,Fast Danceable (High Tempo)
290,Night Sky,Artist_75,Classical,Workout,0.031,0.522,0.771,112.43,302359,84,1,Happy Long Tracks
291,Beat Dream Fire,Artist_146,EDM,Focus,0.037,0.007,0.814,115.77,347537,24,1,Happy Long Tracks
292,Light Heart,Artist_409,Classical,Romantic,0.823,0.317,0.518,83.4,253916,51,0,Chill Danceable (Slow Tempo)
293,Dream Sky Dance,Artist_237,Bollywood,Party,0.36,0.677,0.912,188.29,218755,71,4,Fast Short Tracks
294,Heart Night Dance,Artist_412,Bollywood,Chill,0.127,0.484,0.326,185.55,81399,60,4,Fast Short Tracks
295,Dream Fire,Artist_500,Hip-Hop,Party,0.522,0.978,0.157,197.79,294013,21,3,Fast Danceable (High Tempo)
296,Light Heart Night,Artist_71,EDM,Sleep,0.77,0.874,0.709,116.34,348800,53,3,Fast Danceable (High Tempo)
297,Love Sky Night,Artist_177,Indie,Travel,0.216,0.359,0.539,174.61,224420,6,4,Fast Short Tracks
298,Heart Sky Beat,Artist_142,Jazz,Travel,0.623,0.045,0.855,118.09,232383,31,1,Happy Long Tracks
299,Night Fire Dance,Artist_94,Rock,Romantic,0.085,0.846,0.081,123.6,160606,12,2,Sad Long Tracks
300,Wave Light,Artist_222,Hip-Hop,Travel,0.052,0.911,0.844,176.2,168527,13,4,Fast Short Tracks
301,Wave Fire Night,Artist_178,EDM,Party,0.531,0.821,0.293,84.83,91766,49,0,Chill Danceable (Slow Tempo)
302,Sky Beat Night,Artist_149,Jazz,Chill,0.541,0.128,0.655,90.84,133097,31,0,Chill Danceable (Slow Tempo)
303,Love Wave,Artist_454,Bollywood,Chill,0.637,0.998,0.04,104.06,286979,9,2,Sad Long Tracks
304,Dance Night Light,Artist_34,Rock,Romantic,0.726,0.259,0.61,170.35,170864,27,3,Fast Danceable (High Tempo)
305,Light Dream,Artist_224,Hip-Hop,Travel,0.976,0.724,0.717,112.17,195417,53,0,Chill Danceable (Slow Tempo)
306,Dance Heart Beat,Artist_382,Indie,Focus,0.516,0.908,0.369,110.14,265756,81,2,Sad Long Tracks
307,Beat Night,Artist_416,Bollywood,Travel,0.323,0.236,0.215,199.83,228569,51,4,Fast Short Tracks
308,Wave Beat Sky,Artist_342,Country,Travel,0.795,0.908,0.538,113.73,318289,72,3,Fast Danceable (High Tempo)
309,Heart Fire,Artist_273,Indie,Party,0.271,0.309,0.833,94.69,185061,27,1,Happy Long Tracks
310,Dance Fire Heart,Artist_304,Bollywood,Workout,0.439,0.976,0.324,147.25,175990,40,4,Fast Short Tracks
311,Heart Light,Artist_344,Hip-Hop,Chill,0.078,0.281,0.252,172.26,281880,62,2,Sad Long Tracks
312,Love Beat Sky,Artist_107,Hip-Hop,Workout,0.025,0.953,0.279,69.75,168519,58,2,Sad Long Tracks
313,Night Dance,Artist_304,EDM,Romantic,0.963,0.054,0.949,146.64,325618,15,3,Fast Danceable (High Tempo)
314,Fire Love,Artist_92,Indie,Travel,0.836,0.709,0.359,65.0,304634,39,0,Chill Danceable (Slow Tempo)
315,Heart Fire,Artist_249,Classical,Workout,0.696,0.532,0.004,133.69,346183,70,2,Sad Long Tracks
316,Wave Fire,Artist_433,Indie,Workout,0.409,0.478,0.782,95.98,74104,96,0,Chill Danceable (Slow Tempo)
317,Light Fire,Artist_223,Classical,Romantic,0.173,0.223,0.699,102.93,339930,8,1,Happy Long Tracks
318,Fire Heart,Artist_386,EDM,Workout,0.156,0.706,0.129,125.39,277368,35,2,Sad Long Tracks
319,Wave Love,Artist_371,Pop,Focus,0.25,0.191,0.985,189.8,106716,63,4,Fast Short Tracks
320,Dream Wave Sky,Artist_489,Country,Travel,0.549,0.553,0.608,159.49,190738,31,4,Fast Short Tracks
321,Night Love,Artist_386,Pop,Party,0.715,0.253,0.501,191.16,235430,90,3,Fast Danceable (High Tempo)
322,Love Heart,Artist_364,Country,Sleep,0.66,0.956,0.382,152.4,314311,42,3,Fast Danceable (High Tempo)
323,Wave Heart,Artist_366,Indie,Romantic,0.28,0.029,0.899,61.0,76791,88,0,Chill Danceable (Slow Tempo)
324,Dream Sky,Artist_120,Rock,Focus,0.955,0.2,0.244,97.18,179363,66,0,Chill Danceable (Slow Tempo)
325,Dream Beat,Artist_298,Indie,Chill,0.738,0.242,0.286,186.81,271462,41,3,Fast Danceable (High Tempo)
326,Night Dance,Artist_283,Jazz,Sleep,0.554,0.414,0.122,150.08,328368,1,2,Sad Long Tracks
327,Heart Light Night,Artist_164,Jazz,Workout,0.612,0.233,0.759,197.43,87685,74,4,Fast Short Tracks
328,Light Fire Love,Artist_359,Rock,Workout,0.42,0.491,0.596,81.83,154045,87,0,Chill Danceable (Slow Tempo)
329,Dance Love Light,Artist_95,EDM,Workout,0.248,0.872,0.609,101.54,78476,33,4,Fast Short Tracks
330,Beat Wave Night,Artist_113,Indie,Party,0.356,0.712,0.218,110.73,182214,37,2,Sad Long Tracks
331,Dance Night Light,Artist_285,Rock,Romantic,0.758,0.58,0.651,105.72,136598,57,0,Chill Danceable (Slow Tempo)
332,Wave Dream Night,Artist_337,Bollywood,Focus,0.014,0.089,0.765,95.28,167474,11,1,Happy Long Tracks
333,Sky Light,Artist_53,Pop,Chill,0.116,0.694,0.358,122.09,302483,84,2,Sad Long Tracks
334,Beat Light Sky,Artist_413,Classical,Chill,0.046,0.166,0.801,149.92,61484,90,4,Fast Short Tracks
335,Light Beat Night,Artist_283,Hip-Hop,Focus,0.041,0.786,0.349,103.58,79760,47,4,Fast Short Tracks
336,Light Fire,Artist_87,Bollywood,Sleep,0.855,0.25,0.758,71.16,312132,66,1,Happy Long Tracks
337,Dance Fire Beat,Artist_408,Rock,Workout,0.704,0.417,0.034,159.19,66326,89,0,Chill Danceable (Slow Tempo)
338,Dance Beat Light,Artist_476,Classical,Romantic,0.474,0.35,0.551,124.26,261541,4,1,Happy Long Tracks
339,Heart Beat,Artist_262,Classical,Romantic,0.098,0.859,0.97,137.91,236750,83,1,Happy Long Tracks
340,Sky Heart Dream,Artist_296,Indie,Romantic,0.492,0.127,0.981,123.76,185477,77,1,Happy Long Tracks
341,Night Wave Light,Artist_98,Rock,Travel,0.473,0.566,0.282,184.65,172325,83,4,Fast Short Tracks
342,Beat Night,Artist_465,Bollywood,Workout,0.173,0.142,0.441,138.22,247696,77,2,Sad Long Tracks
343,Dream Light Love,Artist_196,EDM,Sleep,0.434,0.705,0.063,189.26,189778,55,4,Fast Short Tracks
344,Night Beat Heart,Artist_332,Pop,Workout,0.399,0.905,0.873,131.48,74963,12,4,Fast Short Tracks
345,Love Sky Light,Artist_99,Classical,Party,0.616,0.435,0.569,100.96,197310,66,0,Chill Danceable (Slow Tempo)
346,Night Light Fire,Artist_497,Classical,Travel,0.635,0.488,0.385,109.76,186197,37,0,Chill Danceable (Slow Tempo)
347,Dance Fire,Artist_344,Rock,Workout,0.045,0.927,0.113,133.1,249100,23,2,Sad Long Tracks
348,Heart Light,Artist_321,EDM,Party,0.375,0.521,0.947,134.2,299024,55,1,Happy Long Tracks
349,Night Sky Fire,Artist_86,Hip-Hop,Travel,0.626,0.488,0.53,156.23,239860,19,3,Fast Danceable (High Tempo)
350,Light Wave Love,Artist_398,Bollywood,Sleep,0.503,0.578,0.283,91.43,121790,67,0,Chill Danceable (Slow Tempo)
351,Love Dream Sky,Artist_428,Classical,Party,0.856,0.689,0.35,152.24,319297,88,3,Fast Danceable (High Tempo)
352,Heart Wave Love,Artist_236,Classical,Romantic,0.659,0.107,0.271,169.0,289275,23,3,Fast Danceable (High Tempo)
353,Dream Beat,Artist_282,EDM,Sleep,0.163,0.821,0.602,154.72,263197,4,4,Fast Short Tracks
354,Dream Love,Artist_334,Country,Focus,0.071,0.436,0.93,127.46,172962,18,1,Happy Long Tracks
355,Light Fire,Artist_219,Hip-Hop,Travel,0.642,0.072,0.857,198.84,311976,12,3,Fast Danceable (High Tempo)
356,Beat Dance Heart,Artist_265,Bollywood,Sleep,0.027,0.786,0.46,116.67,314130,35,2,Sad Long Tracks
357,Heart Sky,Artist_11,Classical,Workout,0.586,0.377,0.826,74.92,134860,27,0,Chill Danceable (Slow Tempo)
358,Wave Night Love,Artist_245,EDM,Romantic,0.94,0.1,0.423,175.01,286870,43,3,Fast Danceable (High Tempo)
359,Dream Love,Artist_453,Classical,Travel,0.575,0.634,0.252,89.71,204297,78,0,Chill Danceable (Slow Tempo)
360,Sky Dance,Artist_378,Rock,Focus,0.388,0.88,0.983,159.86,243290,95,1,Happy Long Tracks
361,Dance Wave Beat,Artist_471,Rock,Travel,0.643,0.888,0.304,85.06,99859,67,0,Chill Danceable (Slow Tempo)
362,Fire Light Night,Artist_21,Jazz,Party,0.458,0.958,0.324,62.36,348640,69,2,Sad Long Tracks
363,Beat Night Sky,Artist_141,Indie,Workout,0.546,0.868,0.99,82.37,144392,64,1,Happy Long Tracks
364,Light Sky Love,Artist_93,Country,Workout,0.941,0.002,0.134,112.78,60958,93,0,Chill Danceable (Slow Tempo)
365,Beat Love,Artist_334,Pop,Sleep,0.386,0.38,0.761,74.93,153399,52,1,Happy Long Tracks
366,Fire Sky,Artist_449,Classical,Travel,0.961,0.819,0.936,87.68,183951,17,0,Chill Danceable (Slow Tempo)
367,Dream Sky,Artist_119,Country,Party,0.905,0.366,0.512,167.05,143408,83,3,Fast Danceable (High Tempo)
368,Heart Night Love,Artist_181,Indie,Romantic,0.196,0.602,0.003,167.78,209389,99,2,Sad Long Tracks
369,Beat Dream Light,Artist_463,Bollywood,Focus,0.069,0.606,0.375,174.45,335728,33,2,Sad Long Tracks
370,Light Fire Heart,Artist_469,Hip-Hop,Party,0.101,0.365,0.112,177.76,229567,72,2,Sad Long Tracks
371,Beat Love,Artist_234,Pop,Sleep,0.018,0.904,0.416,118.86,116308,52,4,Fast Short Tracks
372,Love Dance Night,Artist_396,Jazz,Romantic,0.094,0.503,0.79,181.46,149010,35,4,Fast Short Tracks
373,Wave Beat Light,Artist_334,Country,Chill,0.683,0.465,0.439,133.63,342465,20,3,Fast Danceable (High Tempo)
374,Sky Night Beat,Artist_119,Jazz,Party,0.071,0.998,0.432,125.88,316987,81,2,Sad Long Tracks
375,Heart Dream,Artist_41,Indie,Travel,0.319,0.494,0.557,160.6,181534,45,4,Fast Short Tracks
376,Heart Night Beat,Artist_267,Jazz,Party,0.845,0.178,0.582,89.93,171349,77,0,Chill Danceable (Slow Tempo)
377,Fire Beat,Artist_315,Bollywood,Party,0.023,0.513,0.856,170.53,157313,68,4,Fast Short Tracks
378,Light Night Beat,Artist_309,EDM,Romantic,0.814,0.814,0.308,120.13,88858,50,0,Chill Danceable (Slow Tempo)
379,Heart Fire Wave,Artist_189,Hip-Hop,Travel,0.282,0.777,0.822,77.82,101838,58,1,Happy Long Tracks
380,Night Light,Artist_297,Classical,Party,0.118,0.789,0.566,76.7,195840,30,1,Happy Long Tracks
381,Light Wave,Artist_121,Hip-Hop,Chill,0.697,0.708,0.301,83.09,171467,70,0,Chill Danceable (Slow Tempo)
382,Heart Wave,Artist_37,Indie,Workout,0.629,0.254,0.295,184.68,178901,2,4,Fast Short Tracks
383,Fire Night,Artist_421,Bollywood,Workout,0.877,0.862,0.361,198.73,327321,79,3,Fast Danceable (High Tempo)
384,Sky Fire,Artist_42,Pop,Travel,0.735,0.893,0.623,109.98,133582,34,0,Chill Danceable (Slow Tempo)
385,Wave Dream,Artist_372,Indie,Party,0.803,0.194,0.231,100.9,241094,52,0,Chill Danceable (Slow Tempo)
386,Dream Dance,Artist_219,Classical,Chill,0.282,0.13,0.92,90.63,222955,84,1,Happy Long Tracks
387,Wave Dance Heart,Artist_350,Rock,Workout,0.177,0.976,0.575,175.33,197673,16,4,Fast Short Tracks
388,Dream Dance Night,Artist_297,Classical,Travel,0.751,0.868,0.92,89.29,134433,43,0,Chill Danceable (Slow Tempo)
389,Dance Sky Light,Artist_304,Bollywood,Romantic,0.807,0.893,0.046,189.37,210145,64,3,Fast Danceable (High Tempo)
390,Heart Light,Artist_96,Classical,Party,0.991,0.886,0.343,153.43,234291,93,3,Fast Danceable (High Tempo)
391,Sky Dance,Artist_346,Classical,Sleep,0.413,0.542,0.023,185.6,326725,27,2,Sad Long Tracks
392,Love Wave Heart,Artist_42,Pop,Workout,0.372,0.646,0.272,137.56,184457,65,2,Sad Long Tracks
393,Night Wave Beat,Artist_334,Hip-Hop,Romantic,0.776,0.545,0.862,156.7,89698,13,4,Fast Short Tracks
394,Wave Light Love,Artist_98,Bollywood,Chill,0.341,0.051,0.037,146.72,120393,40,4,Fast Short Tracks
395,Wave Fire Heart,Artist_164,Rock,Romantic,0.931,0.746,0.436,176.37,65080,32,0,Chill Danceable (Slow Tempo)
396,Light Dream Love,Artist_128,Jazz,Travel,0.858,0.505,0.118,177.02,293814,67,3,Fast Danceable (High Tempo)
397,Night Heart Wave,Artist_160,EDM,Focus,0.429,0.648,0.417,142.57,124652,14,4,Fast Short Tracks
398,Love Fire,Artist_363,Jazz,Party,0.751,0.503,0.839,148.55,128664,58,0,Chill Danceable (Slow Tempo)
399,Dance Light Dream,Artist_240,Classical,Party,0.755,0.492,0.623,189.06,180023,92,3,Fast Danceable (High Tempo)
400,Heart Sky Beat,Artist_369,Hip-Hop,Romantic,0.103,0.172,0.737,190.18,122577,46,4,Fast Short Tracks
401,Heart Love Wave,Artist_30,EDM,Workout,0.903,0.279,0.349,152.99,213278,90,3,Fast Danceable (High Tempo)
402,Heart Night,Artist_178,EDM,Sleep,0.505,0.159,0.944,61.09,138117,85,0,Chill Danceable (Slow Tempo)
403,Sky Wave Dream,Artist_4,EDM,Focus,0.826,0.196,0.709,74.62,182907,75,0,Chill Danceable (Slow Tempo)
404,Night Dream Heart,Artist_418,Bollywood,Romantic,0.32,0.973,0.422,180.11,104569,91,4,Fast Short Tracks
405,Beat Dream Night,Artist_241,Rock,Focus,0.896,0.153,0.426,71.86,69811,59,0,Chill Danceable (Slow Tempo)
406,Light Beat Heart,Artist_438,Country,Chill,0.389,0.269,0.919,89.89,284090,65,1,Happy Long Tracks
407,Light Night,Artist_336,Jazz,Party,0.011,0.591,0.576,92.28,241568,33,1,Happy Long Tracks
408,Light Heart Love,Artist_2,Hip-Hop,Party,0.905,0.61,0.706,144.03,137641,46,0,Chill Danceable (Slow Tempo)
409,Sky Dream Fire,Artist_254,Bollywood,Workout,0.091,0.154,0.417,140.73,146588,82,4,Fast Short Tracks
410,Dance Fire Light,Artist_246,Hip-Hop,Travel,0.319,0.794,0.224,100.52,247904,54,2,Sad Long Tracks
411,Dream Night,Artist_192,Rock,Party,0.95,0.785,0.724,89.07,78162,66,0,Chill Danceable (Slow Tempo)
412,Night Light Love,Artist_4,Jazz,Party,0.951,0.237,0.608,167.03,259711,4,3,Fast Danceable (High Tempo)
413,Wave Dream Beat,Artist_371,Country,Workout,0.573,0.289,0.501,190.96,65530,54,4,Fast Short Tracks
414,Dream Wave,Artist_286,Classical,Party,0.632,0.938,0.624,67.39,259696,4,1,Happy Long Tracks
415,Dance Love,Artist_283,Rock,Workout,0.448,0.826,0.208,78.65,83128,17,0,Chill Danceable (Slow Tempo)
416,Heart Fire Dance,Artist_471,EDM,Romantic,0.293,0.698,0.794,149.9,352142,80,1,Happy Long Tracks
417,Dance Fire Light,Artist_397,EDM,Workout,0.329,0.082,0.948,172.62,295969,73,1,Happy Long Tracks
418,Dance Fire Heart,Artist_463,Rock,Romantic,0.673,0.418,0.891,170.77,349477,90,3,Fast Danceable (High Tempo)
419,Dance Sky Beat,Artist_153,Pop,Chill,0.752,0.559,0.321,160.76,284757,74,3,Fast Danceable (High Tempo)
420,Dream Fire Wave,Artist_290,EDM,Focus,0.792,0.187,0.406,184.24,66522,71,4,Fast Short Tracks
421,Love Dance Heart,Artist_145,Classical,Party,0.79,0.448,0.808,90.43,158504,73,0,Chill Danceable (Slow Tempo)
422,Light Night,Artist_338,Hip-Hop,Sleep,0.091,0.601,0.595,75.02,357464,55,1,Happy Long Tracks
423,Night Dream Sky,Artist_296,EDM,Focus,0.494,0.327,0.548,146.15,264159,48,3,Fast Danceable (High Tempo)
424,Light Dream Beat,Artist_313,Hip-Hop,Sleep,0.058,0.781,0.927,175.12,170424,91,4,Fast Short Tracks
425,Fire Dance,Artist_314,Indie,Focus,0.55,0.84,0.536,141.49,117630,96,0,Chill Danceable (Slow Tempo)
426,Love Beat Wave,Artist_406,EDM,Workout,0.442,0.324,0.515,194.82,267478,49,3,Fast Danceable (High Tempo)
427,Light Heart Fire,Artist_468,Pop,Sleep,0.888,0.839,0.042,171.38,116662,23,3,Fast Danceable (High Tempo)
428,Night Heart Fire,Artist_205,EDM,Sleep,0.351,0.104,0.069,158.11,168291,27,4,Fast Short Tracks
429,Heart Night,Artist_102,Bollywood,Focus,0.117,0.838,0.007,68.44,254154,25,2,Sad Long Tracks
430,Dream Wave Love,Artist_401,Country,Sleep,0.143,0.153,0.913,75.08,319434,93,1,Happy Long Tracks
431,Dance Dream Wave,Artist_178,Country,Sleep,0.762,0.083,0.408,169.88,63513,24,4,Fast Short Tracks
432,Wave Love Night,Artist_234,Pop,Romantic,0.618,0.642,0.469,87.75,256630,80,0,Chill Danceable (Slow Tempo)
433,Sky Fire,Artist_194,Country,Focus,0.101,0.472,0.845,64.04,173860,80,1,Happy Long Tracks
434,Light Wave,Artist_259,Classical,Travel,0.084,0.908,0.609,187.51,109512,92,4,Fast Short Tracks
435,Night Sky Fire,Artist_214,Country,Workout,0.701,0.363,0.61,184.71,88669,20,4,Fast Short Tracks
436,Night Love Fire,Artist_361,Hip-Hop,Sleep,0.073,0.287,0.297,90.59,91709,53,4,Fast Short Tracks
437,Wave Dance Night,Artist_491,Pop,Travel,0.822,0.501,0.834,169.23,292130,83,3,Fast Danceable (High Tempo)
438,Dance Light,Artist_213,Indie,Focus,0.706,0.456,0.166,66.72,77011,74,0,Chill Danceable (Slow Tempo)
439,Light Fire,Artist_65,Hip-Hop,Workout,0.081,0.344,0.053,99.91,79651,26,2,Sad Long Tracks
440,Sky Beat,Artist_394,Indie,Travel,0.085,0.694,0.192,147.31,60566,60,4,Fast Short Tracks
441,Wave Heart,Artist_37,Rock,Focus,0.987,0.76,0.268,166.85,358670,2,3,Fast Danceable (High Tempo)
442,Wave Beat,Artist_122,Hip-Hop,Romantic,0.374,0.853,0.282,61.46,300058,3,2,Sad Long Tracks
443,Night Light,Artist_280,Bollywood,Party,0.371,0.973,0.671,105.67,324164,56,1,Happy Long Tracks
444,Night Light Love,Artist_479,Jazz,Workout,0.813,0.267,0.218,90.01,129066,66,0,Chill Danceable (Slow Tempo)
445,Dance Love Beat,Artist_6,Jazz,Chill,0.947,0.716,0.677,199.83,341034,25,3,Fast Danceable (High Tempo)
446,Sky Love Heart,Artist_416,Classical,Sleep,0.986,0.394,0.091,153.94,268355,68,3,Fast Danceable (High Tempo)
447,Heart Fire,Artist_167,Pop,Party,0.753,0.677,0.147,116.79,103882,15,0,Chill Danceable (Slow Tempo)
448,Wave Heart,Artist_467,Hip-Hop,Sleep,0.376,0.476,0.509,70.59,85304,82,0,Chill Danceable (Slow Tempo)
